N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,0,1,757,54.640625,66.84765625,260.73828125,263.72265625,0.6570528149604797,0.36358144879341125,19.60546875,-27.030616760253906
12,100,8.75,0,1,758,55.4296875,68.140625,267.921875,269.6640625,0.6590715050697327,0.3642466068267822,19.36328125,-26.956024169921875
12,100,8.75,0,1,759,56.4375,67.17578125,267.48828125,265.99609375,0.6716219186782837,0.37192636728286743,18.953125,-26.43785858154297
12,100,8.75,0,1,760,54.3359375,66.61328125,257.34765625,264.33203125,0.663464367389679,0.35977113246917725,21.078125,-28.45738983154297
12,100,8.75,0,1,761,53.57421875,68.66015625,250.48046875,270.453125,0.6942384839057922,0.3523533046245575,19.59375,-26.561931610107422
12,100,8.75,0,1,762,55.07421875,66.26171875,266.1015625,266.15625,0.6531633734703064,0.3676137626171112,19.5546875,-27.201757431030273
12,100,8.75,0,1,763,55.5546875,67.3984375,269.53125,268.0546875,0.6182937622070312,0.36678802967071533,18.84375,-26.484603881835938
12,100,8.75,0,1,764,54.37890625,67.69140625,263.8125,266.44921875,0.6324193477630615,0.3599897623062134,18.58203125,-26.095199584960938
12,100,8.75,0,1,765,55.35546875,67.18359375,261.06640625,269.625,0.6426647901535034,0.363244891166687,19.87890625,-27.37653160095215
12,100,8.75,0,1,766,54.0,67.20703125,256.03125,266.3046875,0.6403775811195374,0.35925230383872986,19.83203125,-27.153942108154297
12,100,8.75,0,1,767,55.16015625,65.38671875,261.05078125,259.55078125,0.6722221374511719,0.36254018545150757,19.5546875,-27.101791381835938
12,100,8.75,0,1,768,54.9296875,65.83203125,261.02734375,263.30859375,0.6153911352157593,0.3624762296676636,19.578125,-27.410743713378906
12,100,8.75,0,1,769,54.8671875,66.06640625,259.82421875,263.32421875,0.6340832114219666,0.3612113296985626,19.61328125,-27.2626953125
12,100,8.75,0,1,770,55.39453125,65.5859375,262.90234375,261.73828125,0.6498968601226807,0.36840468645095825,19.0234375,-26.57210350036621
12,100,8.75,0,1,771,54.45703125,66.2734375,259.0859375,264.33984375,0.6580405831336975,0.36021873354911804,19.36328125,-26.862224578857422
12,100,8.75,0,1,772,55.41015625,67.7890625,260.921875,269.671875,0.6367611885070801,0.3638719916343689,18.41015625,-25.931285858154297
12,100,8.75,0,1,773,55.171875,66.625,260.734375,266.8671875,0.6587349772453308,0.3656843602657318,19.5078125,-26.95571517944336
12,100,8.75,0,1,774,55.1484375,66.81640625,264.36328125,265.59765625,0.6827850937843323,0.3654016852378845,19.1796875,-26.644874572753906
12,100,8.75,0,1,775,55.6171875,65.76171875,266.0390625,262.79296875,0.6366282105445862,0.3695942461490631,19.98828125,-27.82509994506836
12,100,8.75,0,1,776,53.96484375,66.078125,260.17578125,265.83203125,0.6205872297286987,0.35840296745300293,19.72265625,-27.451904296875
