N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,none,1,26,97.33203125,94.078125,361.78125,350.08984375,0.0,0.0,21.3515625,-11.708659172058105
12,100,8.75,none,1,27,97.1015625,95.921875,359.51171875,357.67578125,0.0,0.0,20.9609375,-11.451919555664062
12,100,8.75,none,1,28,97.28515625,95.8515625,363.4375,358.27734375,0.0,0.0,20.25390625,-11.338541984558105
12,100,8.75,none,1,29,97.1953125,95.9453125,359.5859375,360.203125,0.0,0.0,19.9765625,-11.117220878601074
12,100,8.75,none,1,30,97.8125,97.12890625,360.58984375,364.4453125,0.0,0.0,20.3984375,-11.051562309265137
12,100,8.75,none,1,31,97.51171875,98.65625,356.02734375,368.34375,0.0,0.0,19.74609375,-10.731184959411621
12,100,8.75,none,1,32,98.46484375,98.6171875,357.86328125,368.14453125,0.0,0.0,19.41015625,-10.944400787353516
12,100,8.75,none,1,33,97.484375,99.34765625,351.06640625,367.25390625,0.0,0.0,20.1015625,-10.875
12,100,8.75,none,1,34,95.859375,99.5546875,345.0859375,369.2578125,0.0,0.0,19.40625,-10.695345878601074
12,100,8.75,none,1,35,95.4921875,99.3046875,338.36328125,365.359375,0.0,0.0,19.43359375,-10.454557418823242
12,100,8.75,none,1,36,96.1328125,99.0546875,342.82421875,367.00390625,0.0,0.0,19.39453125,-10.769335746765137
12,100,8.75,none,1,37,95.7109375,98.06640625,342.99609375,365.25,0.0,0.0,19.7265625,-10.911653518676758
12,100,8.75,none,1,38,93.578125,99.890625,337.59765625,376.4296875,0.0,0.0,19.984375,-10.501270294189453
12,100,8.75,none,1,39,93.6328125,99.73046875,339.578125,375.9609375,0.0,0.0,19.93359375,-10.500032424926758
12,100,8.75,none,1,40,92.33203125,99.25,337.0390625,378.921875,0.0,0.0,20.96484375,-10.638086318969727
12,100,8.75,none,1,41,92.796875,99.6015625,340.328125,382.24609375,0.0,0.0,20.578125,-10.598112106323242
12,100,8.75,none,1,42,93.34375,99.4453125,343.17578125,383.4765625,0.0,0.0,20.71875,-10.770930290222168
12,100,8.75,none,1,43,93.64453125,98.234375,345.5703125,379.61328125,0.0,0.0,21.046875,-10.896745681762695
12,100,8.75,none,1,44,93.31640625,99.7421875,344.28515625,387.2890625,0.0,0.0,21.25390625,-10.895800590515137
12,100,8.75,none,1,45,93.9375,98.953125,347.1015625,382.8828125,0.0,0.0,21.76953125,-11.054101943969727
